puzzle,solution,clues,difficulty,difficulty_range,result,runtime
000070030000003020056200089000064001007000000090080005900005000000037910280000000,429578136718693524356241789532764891867159243194382675971425368645837912283916457,24,1.0,0,429578136718693524356241789532764891867159243194382675971425368645837912283916457,0.959542
408076500000000040005000801004700002000320000590080000000000000613004050000600108,438176529921538746765942831384765912176329485592481673859217364613894257247653198,25,0.0,0,438176529921538746765942831384765912176329485592481673859217364613894257247653198,1.89674
090000008020610000000005670000000060007800030043020000070200019080004005200030000,796342158528617943431985672152493867967851234843726591375268419689174325214539786,24,0.0,0,796342158528617943431985672152493867967851234843726591375268419689174325214539786,1.63302
090400530042000090800000006008000007500073000004561800000007900000000675005600000,197426538642385791853719246368942157521873469974561823236157984419238675785694312,26,0.0,0,197426538642385791853719246368942157521873469974561823236157984419238675785694312,0.041173
900001003840200009500008010000670000400010306190040002380000400000000000000030200,967451823841263579523798614238679145475812396196345782389527461652184937714936258,25,0.0,0,967451823841263579523798614238679145475812396196345782389527461652184937714936258,0.040329
900370800002940006700000901007060010000400000305800040600030000000080300000700050,956371824132948576784652931847569213269413785315827649678135492591284367423796158,25,0.0,0,956371824132948576784652931847569213269413785315827649678135492591284367423796158,0.156087
070200040030080060500000009000530000010760000600900204900600100000000000003000750,876295341439187562521346879298534617314762985657918234945673128762851493183429756,23,0.0,0,876295341439187562521346879298534617314762985657918234945673128762851493183429756,0.295867
000900050500064170610000000054000230030040000000200008003007900700608000000309020,348971652529864173617532489954786231832145796176293548283417965795628314461359827,26,0.0,0,348971652529864173617532489954786231832145796176293548283417965795628314461359827,0.132665
200000008000053000010080050050700090070002004080500100000001087008000060100940000,235197648846253719719486253352714896971862534684539172593621487428375961167948325,24,0.0,0,235197648846253719719486253352714896971862534684539172593621487428375961167948325,3.36664
000062008730000605002000000000107000506000010409000000601020003000050001008070540,195762438734819625862435197283147956576293814419586372651924783947358261328671549,25,0.0,0,195762438734819625862435197283147956576293814419586372651924783947358261328671549,0.090047
000700050020000006060509800900000003800000507000080000000000900000120000501008300,398762451125843796764519832917456283842931567653287149286374915439125678571698324,21,0.0,0,398762451125843796764519832917456283842931567653287149286374915439125678571698324,14.7393
000050701030082009004000000900007050000000013020003600760010000200900000000000074,682459731137682549594731862913267458476598213825143697768314925241975386359826174,23,0.0,0,682459731137682549594731862913267458476598213825143697768314925241975386359826174,0.42177
536090000002000060900000800600002000000074000005010004700028905000000042001000080,536891427482735169917246853643982571129574638875613294764328915358169742291457386,24,0.0,0,536891427482735169917246853643982571129574638875613294764328915358169742291457386,2.8763
200000000000030201065082003002400007001000900000870000000040069050760000000900130,213594678984637251765182493592416387871253946436879512128345769359761824647928135,25,0.0,0,213594678984637251765182493592416387871253946436879512128345769359761824647928135,0.284741
800010400217500800005080000000000000000090006009106070000600093028350010000000040,893712465217564839645983721164837952372495186589126374751648293428359617936271548,25,0.0,0,893712465217564839645983721164837952372495186589126374751648293428359617936271548,19.2427
040000020902530008300080005004000590000000003008020010000650002100900400000000900,845716329912534768367289145234168597651497283798325614479651832183972456526843971,24,0.0,0,845716329912534768367289145234168597651497283798325614479651832183972456526843971,0.842017
000070408000205000230180000000010709040500030600030000000000003000700095060450200,156379428798245316234186957325814769849567132617932584572691843481723695963458271,25,0.0,0,156379428798245316234186957325814769849567132617932584572691843481723695963458271,0.367433
000001865080306001000000000005000010430690000002030500050000040007009002000270600,723941865589326471614758239975482316431695728862137594256813947347569182198274653,25,1.0,0,723941865589326471614758239975482316431695728862137594256813947347569182198274653,2.38989
000730100000040085020806400000000000690002004013060800000000020300500006400010000,846735192937241685125896437754189263698352714213467859589674321371528946462913578,24,0.0,0,846735192937241685125896437754189263698352714213467859589674321371528946462913578,2.53605
000200000200000850000630002306000008010800300009016070960005700008070009000003000,684259137293741856175638492346527918712894365859316274961485723538172649427963581,25,0.0,0,684259137293741856175638492346527918712894365859316274961485723538172649427963581,1.64862
020000506600000007030092000400020009000075063080000070700000000000007945150030000,821743596649581327537692418476328159912475863385169274798254631263817945154936782,25,0.0,0,821743596649581327537692418476328159912475863385169274798254631263817945154936782,0.158353
000069000038000071000000008000200037560100800000700150090000002302001605001000000,715869243638425971924317568189256437567134829243798156496583712372941685851672394,25,0.0,0,715869243638425971924317568189256437567134829243798156496583712372941685851672394,0.297688
000840010100200300000009200000900500500006040039002060004001000800000050023000008,392845716185267394467139285246918537518376942739452861954781623871623459623594178,24,0.0,0,392845716185267394467139285246918537518376942739452861954781623871623459623594178,8.14088
360007100500030006004000002086200000000000700400380000103400500000026003000000009,362947185519832476874615932986271354231564798457389621123498567795126843648753219,24,0.0,0,362947185519832476874615932986271354231564798457389621123498567795126843648753219,1.31521
010080000000092000672000000008521000000000060000709000050100003041000009200000058,419687532583492716672315894368521947795834261124769385956178423841253679237946158,23,0.0,0,419687532583492716672315894368521947795834261124769385956178423841253679237946158,0.927219
035020740080070000000005000870900000060300400304080000400008500000000070900040362,135829746286473915749165238871954623562317489394286157427638591613592874958741362,26,1.0,0,135829746286473915749165238871954623562317489394286157427638591613592874958741362,0.416379
100005000400700000002010030020400008009007200000901500000003000800000140010009072,137295486465738921982614735721456398659387214348921567274163859896572143513849672,24,0.0,0,137295486465738921982614735721456398659387214348921567274163859896572143513849672,0.448425
000605000800040090302000100003090070001020400050000002090000200000000004710008500,149635728875142396362879145623594871981726453457381962596413287238957614714268539,23,0.0,0,149635728875142396362879145623594871981726453457381962596413287238957614714268539,0.039804
300100900070362000000009000000030500060000400580000092000600080010800000940000270,356178924479362851821459763794236518162985437583741692237694185615827349948513276,24,0.0,0,356178924479362851821459763794236518162985437583741692237694185615827349948513276,6.49578
010672000048009000600000000007003100000000240503020070009000500700000000000034800,915672438348159726672348951427963185196785243583421679839217564754896312261534897,23,0.0,0,915672438348159726672348951427963185196785243583421679839217564754896312261534897,0.514259
008670005000004103400081000000002010080030000107900006004000029000007000009000000,318679245796524183452381697643752918985136472127948356564813729831297564279465831,23,0.0,0,318679245796524183452381697643752918985136472127948356564813729831297564279465831,1.20114
000000260000000900000302045390807010000005000760090000900000100003058700600003000,438519267526784931179362845395847612812635479764291358957426183243158796681973524,24,0.0,0,438519267526784931179362845395847612812635479764291358957426183243158796681973524,2.00526
000090020000001708030060000000000503008000090250083000002600075406029000000000006,761895324925341768834267159647912583318756492259483617182634975476529831593178246,24,0.0,0,761895324925341768834267159647912583318756492259483617182634975476529831593178246,5.04999
000100008002004009006000170800310750000000800003900000000801060000060300304500000,735196248182754639496283175849312756271645893653978412927831564518469327364527981,24,0.0,0,735196248182754639496283175849312756271645893653978412927831564518469327364527981,1.59072
009002000604000030800710500500023000000001800030000000780000000200060170000009000,159432786674895231823716549518923467967541823432687915786154392295368174341279658,22,0.0,0,159432786674895231823716549518923467967541823432687915786154392295368174341279658,2.07971
050000803000210007040000200080540000003800100000100309609000700000030000012060000,257694813396218547148357296981543672763829154524176389639481725875932461412765938,24,1.0,0,257694813396218547148357296981543672763829154524176389639481725875932461412765938,0.678801
000350000041000000000800507000090102092000700084003600060700020030010000708000004,876352419541967238923841567357496182692185743184273695465738921239514876718629354,25,0.0,0,876352419541967238923841567357496182692185743184273695465738921239514876718629354,0.482141
000009200905000010000018030000356700700000004053100000002041005040000600006020000,418539276935267418627418539294356781761892354853174962372641895149785623586923147,25,0.0,0,418539276935267418627418539294356781761892354853174962372641895149785623586923147,1.15427
000180207070000400800900005000010090502003800007000002000000004200350000100700960,965184237371526489824937615483215796592673841617498352739861524246359178158742963,25,0.0,0,965184237371526489824937615483215796592673841617498352739861524246359178158742963,0.39859
070105000500300002940072000004010700039000005000000080000650000206004003700000604,372165948568349172941872356824516739139487265657923481493651827286794513715238694,26,0.0,0,372165948568349172941872356824516739139487265657923481493651827286794513715238694,0.089264
003000068000000004000031500700000400500900006600047230000400100005309000091006040,123754968857692314946831527732168459514923876689547231268475193475319682391286745,26,0.0,0,123754968857692314946831527732168459514923876689547231268475193475319682391286745,1.43923
021070085090000000700080006012600830080030060000015000000009700950000000000000410,621473985894156372735982146512694837489237561367815294146329758958741623273568419,25,0.0,0,621473985894156372735982146512694837489237561367815294146329758958741623273568419,0.621932
000000309000030000109000004310096070008300002640700080024000000000578000000020008,286147359457239816139685724312896475798354162645712983824961537963578241571423698,25,0.0,0,286147359457239816139685724312896475798354162645712983824961537963578241571423698,0.672999
000096032800000001000000950004000010007082000000309000060510000040007063000000070,175496832896253741432871956924765318357182694681349527763514289548927163219638475,23,0.0,0,175496832896253741432871956924765318357182694681349527763514289548927163219638475,0.177191
000000501500092000102000308050076049008400007060003000004000080000705000000000200,679348521583192476142567398351276849928451637467983152214639785836725914795814263,24,0.0,0,679348521583192476142567398351276849928451637467983152214639785836725914795814263,0.107988
000500003006030000900006007030005020510200000000900084200000679000001000000890050,142579863876132495953486217438765921519248736627913584281354679795621348364897152,24,0.0,0,142579863876132495953486217438765921519248736627913584281354679795621348364897152,0.942912
002006700000000005000090002010003020059040060000061800093000008040050100000080903,582436719961827435437195682816973524759248361324561897693714258248359176175682943,25,0.0,0,582436719961827435437195682816973524759248361324561897693714258248359176175682943,6.88569
060050001905007060010000094030605040020004836000090000004000000000000089300020000,268459371945137268713268594137685942529714836486392715854971623672543189391826457,25,1.0,0,268459371945137268713268594137685942529714836486392715854971623672543189391826457,0.020785
300006020000000500800000904507000400060073000000209005004007019790000300005000000,351496728946782531872315964527861493469573182183249675234657819798124356615938247,24,0.0,0,351496728946782531872315964527861493469573182183249675234657819798124356615938247,3.25707
000007009732009000090200008080100060000030000300056401050302000070000040004000005,815467239732589614496213758587124963641938527329756481958342176173695842264871395,25,0.0,0,815467239732589614496213758587124963641938527329756481958342176173695842264871395,3.46183
170000320920000058000300000000080000004010062037500000680000000000000800000065004,176458329923671458458392617561289743894713562237546981682934175345127896719865234,23,0.0,0,176458329923671458458392617561289743894713562237546981682934175345127896719865234,4.64689
100000000690000030000804700709005400000003580000000109500030000207008004000050068,178329645694517832352864791769185423421973586835246179586432917217698354943751268,25,0.0,0,178329645694517832352864791769185423421973586835246179586432917217698354943751268,0.471126
006000402200065070000007900800009050040100000170000008900000000520008001000002040,756893412291465873483217965862379154345186729179524638934751286527648391618932547,24,0.0,0,756893412291465873483217965862379154345186729179524638934751286527648391618932547,0.153061
400005200700400000020000600960000007040500000080300900008104060000000801032060000,419635278756482319823719654961248537347596182285371946598124763674953821132867495,24,0.0,0,419635278756482319823719654961248537347596182285371946598124763674953821132867495,1.40957
082900010003000005000100740207040000900720000000000600804500090390001004000000070,482957316713462985659183742237648159961725438548319627874536291395271864126894573,25,0.0,0,482957316713462985659183742237648159961725438548319627874536291395271864126894573,1.12904
008602000003000090000004706070010080800000000090000341300700905600280000000000008,718692534463157892925834716574316289831429657296578341382741965649285173157963428,24,0.0,0,718692534463157892925834716574316289831429657296578341382741965649285173157963428,0.736148
000040006070000001500600900805004090069500003000870000000000302600093100407000800,198245736276938541543617928815364297769521483324879615951486372682793154437152869,26,0.0,0,198245736276938541543617928815364297769521483324879615951486372682793154437152869,0.969075
000000000400380000609100508000004000000000002046020190000050001500002800031400205,783295614415386729629147538152974386978631452346528197267853941594712863831469275,25,1.0,0,783295614415386729629147538152974386978631452346528197267853941594712863831469275,9.87362
080000000054000010000500407403007206021003500060008003000000090005090000000831060,789314652354672918216589437493157286821463579567928143678245391135796824942831765,26,0.0,0,789314652354672918216589437493157286821463579567928143678245391135796824942831765,2.5701
000007000940015020000000043004062500300700001089000000000020090500000006070980004,862437915943615728157298643714862539325749861689153472438526197591374286276981354,25,0.0,0,862437915943615728157298643714862539325749861689153472438526197591374286276981354,0.910875
800020046400008050020000080002031008090004030000700500000080009000600010043000000,837529146469178253125346987652931478791854632384762591516483729278695314943217865,24,0.0,0,837529146469178253125346987652931478791854632384762591516483729278695314943217865,5.22496
000008905003064000090000084000010000006000128040000070001000000000021009500740600,412378965853964217697152384285617493736495128149283576971536842364821759528749631,24,0.0,0,412378965853964217697152384285617493736495128149283576971536842364821759528749631,0.984493
000009001106270000008000090000052000000000000005360420080000003070680200060001540,752849361196273854438516792847152936623497185915368427581924673374685219269731548,25,0.0,0,752849361196273854438516792847152936623497185915368427581924673374685219269731548,27.6099
502400090100025700980000000060000000000010400000007086050000013000030604028000000,572486391143925768986371245265849137897613452431257986654792813719538624328164579,24,0.0,0,572486391143925768986371245265849137897613452431257986654792813719538624328164579,13.5739
200900000800000030000582000400000100005009008007000290000020700000000506032068001,214936857859417632673582419498273165125649378367851294946125783781394526532768941,24,1.0,0,214936857859417632673582419498273165125649378367851294946125783781394526532768941,0.56819
901000060062000008800030700000009000000600000790480200600108000000700002000002095,971824563362517948854936721516279384248653179793481256625198437439765812187342695,24,0.0,0,971824563362517948854936721516279384248653179793481256625198437439765812187342695,0.702051
070000000003940100006750830400000000000800000301000609129000307000000006000080020,274138965853946172916752834492613758765894213381527649129465387538271496647389521,24,0.0,0,274138965853946172916752834492613758765894213381527649129465387538271496647389521,0.822466
900008100003000500080900030000040003527000010100006000000005080800000020000060300,975238164213674598486951732698147253527389416134526879362415987841793625759862341,22,0.0,0,975238164213674598486951732698147253527389416134526879362415987841793625759862341,2.91088
300006045040000080000090200004600759800300060070000020100503000000140000000087000,317826945942735681586491273234618759859372164671954328128563497765149832493287516,25,0.0,0,317826945942735681586491273234618759859372164671954328128563497765149832493287516,0.168212
000500080000030007000080930080000010000070000065108020000001000800700009706300004,374519286198236547652487931487923615231675498965148723549861372823754169716392854,23,0.0,0,374519286198236547652487931487923615231675498965148723549861372823754169716392854,20.0413
000007013009000400802000000000002900200010040000040108010050000406270080000004600,654927813179538462832461759341682975285719346967345128713856294496273581528194637,24,0.0,0,654927813179538462832461759341682975285719346967345128713856294496273581528194637,3.75962
500900301000562009007001060180000000700000002020050630000000003010870040000304000,564987321831562479297431865186723594753649182429158637948216753312875946675394218,26,0.0,0,564987321831562479297431865186723594753649182429158637948216753312875946675394218,0.186782
940008500008004000000000200050620400200090070060700003070000038000010050300000002,943278561628154397715936284857623419234891675169745823571462938482319756396587142,24,0.0,0,943278561628154397715936284857623419234891675169745823571462938482319756396587142,0.296865
000020057500800600003004009800003000600700004050000000049036021105007000000000000,968321457514879632273654189892413576631785294457962318749536821185247963326198745,24,0.0,0,968321457514879632273654189892413576631785294457962318749536821185247963326198745,1.21702
800600040400058076030000005001000002000382000060010800758000000000200060002003000,875639241429158376136724985381496752597382614264517839758961423943275168612843597,25,0.0,0,875639241429158376136724985381496752597382614264517839758961423943275168612843597,0.198087
090000200000170000000000063740800000000002100000000008400020901001530700509040020,694385217352176849817294563745813692938462175126957438473628951261539784589741326,24,0.0,0,694385217352176849817294563745813692938462175126957438473628951261539784589741326,26.6854
030900050017600020009050004060100200000000610002003080200005000005020070090070000,634982751517634829829751364763198245958247613142563987276315498385429176491876532,25,0.0,0,634982751517634829829751364763198245958247613142563987276315498385429176491876532,0.284229
050002080020050106004080000419000000000000700000000030030500200000041950006900000,657412389823759146194386572419837625385264791762195438931578264278641953546923817,23,0.0,0,657412389823759146194386572419837625385264791762195438931578264278641953546923817,16.8908
035000020800100000020000509200007060704010000009600340000001030000900006000050002,135794628896125473427836519283547961764319285519682347958261734342978156671453892,24,0.0,0,135794628896125473427836519283547961764319285519682347958261734342978156671453892,0.2407
007090000056008001000170000400000608090000400800020000000940520023000090900500007,147295863256438971389176245472359618695781432831624759718943526523867194964512387,25,0.0,0,147295863256438971389176245472359618695781432831624759718943526523867194964512387,0.116537
000000100081009350457010200540900060030740000900050003000000000705000000000108090,329587146681429357457613289542931768138746925976852413814395672795264831263178594,26,0.0,0,329587146681429357457613289542931768138746925976852413814395672795264831263178594,0.327359
000003020001040958450000000300000000000000801065720300000008006590000080003410000,978153624231647958456289713319864275742935861865721349127598436594376182683412597,25,0.0,0,978153624231647958456289713319864275742935861865721349127598436594376182683412597,14.3601
003010087800003000450600000500060230000000000100780000000201400000500900092000000,923415687867923154451678392578164239246359871139782546785291463614537928392846715,23,0.0,0,923415687867923154451678392578164239246359871139782546785291463614537928392846715,0.349586
000090000090000002745002600020604501400070000059200080006000830001000000000008005,162497358893156742745832619327684591418579263659213487576921834281345976934768125,25,0.0,0,162497358893156742745832619327684591418579263659213487576921834281345976934768125,0.203474
004007056300026000800000009060010200008700904020064008002400000600000000050008000,294187356375926841816543729467819235138752964529364178982475613643291587751638492,25,0.0,0,294187356375926841816543729467819235138752964529364178982475613643291587751638492,0.183756
400900650900200010025000000030040800000007009060000304600002030000501008050400000,418973652976285413325614987739146825842357169561829374684792531293561748157438296,25,0.0,0,418973652976285413325614987739146825842357169561829374684792531293561748157438296,0.376945
000000030000386000000000945007600850003004090000700003006020000040900020002000104,271549638954386271368172945417693852583214796629758413136427589845961327792835164,24,0.0,0,271549638954386271368172945417693852583214796629758413136427589845961327792835164,1.67719
070000005200900030059000000000100400090005070004090200003000082000200091601700000,478321965216954837359678124867132459192465378534897216943516782785243691621789543,24,0.0,0,478321965216954837359678124867132459192465378534897216943516782785243691621789543,14.1545
000000978480050000000000020670000040000309000304000000802900000000005003001006480,523461978489257631167893524678512349215349867394678152852934716746185293931726485,23,0.0,0,523461978489257631167893524678512349215349867394678152852934716746185293931726485,1.03897
000300700000400001854000000100600300002000500078940020047000009000020600010000050,921368745736459281854271963195682374462713598378945126247536819589124637613897452,24,0.0,0,921368745736459281854271963195682374462713598378945126247536819589124637613897452,0.250863
008000300900020760000007020207835010000000003001600000000570000040009000605040200,728456391954321768316987425267835914489712653531694872892573146143269587675148239,25,0.0,0,728456391954321768316987425267835914489712653531694872892573146143269587675148239,0.630661
390000200210305000040000000000008060000006702000007081806040007020700000400902006,395614278218375649647829135752198463183456792964237581836541927529763814471982356,26,0.0,0,395614278218375649647829135752198463183456792964237581836541927529763814471982356,4.79159
000204013001000200007060800023600000000007520000005000080000004090400000000903078,658294713941738265237561849523619487869347521174825396386172954795486132412953678,24,0.0,0,658294713941738265237561849523619487869347521174825396386172954795486132412953678,0.249542
000960700002008600000050000061300002037002090090000000006013000000000070300000540,183964725952738614674251938461379852537682491298145367746513289825496173319827546,23,0.0,0,183964725952738614674251938461379852537682491298145367746513289825496173319827546,0.343621
400050000000000803020000060000001009091580000800000024030407010704060000010000002,468753291179246853325918467647321589291584376853679124532497618784162935916835742,24,0.0,0,468753291179246853325918467647321589291584376853679124532497618784162935916835742,6.48468
002000000000009743000040806103700000020004000700000400035072000060000290000100080,482367159516289743397541826143725968628934571759618432935872614861453297274196385,24,0.0,0,482367159516289743397541826143725968628934571759618432935872614861453297274196385,2.71269
003000702000706500100030004040000005000050006500800290809502160320000000000000000,653498712284716539197235684948621375712359846536874291879542163321967458465183927,25,0.0,0,653498712284716539197235684948621375712359846536874291879542163321967458465183927,0.15334
098000005020500900500000032050700680000180070000002004070063020000900000980040000,498326715723518946561479832352794681649185273817632594175863429234957168986241357,26,0.0,0,498326715723518946561479832352794681649185273817632594175863429234957168986241357,1.01587
006000000000000900120809000000030000064095800050200600008300400401000070000040209,946573182583412967127869354812634795364795821759281643298357416431926578675148239,24,0.0,0,946573182583412967127869354812634795364795821759281643298357416431926578675148239,84.3668
002080000300700008005010003800902046700000000000006820000000015100060000290000400,672583194314729658985614273831952746726841539549376821467298315153467982298135467,24,1.0,0,672583194314729658985614273831952746726841539549376821467298315153467982298135467,0.83605
